v1,v2,v3,v4,v5,v6,v7,v8,transaction_amount,is_fraud
1.5743,0.1355,0.61,0.7251,-0.7081,-0.9144,-1.0323,-0.2471,53.21,0
0.5725,2.3916,-0.31,0.0161,0.7198,-0.3038,0.8026,-2.9474,94.0,0
0.0822,-0.6583,0.7243,-1.6063,0.89,0.0393,-0.2147,-1.643,315.15,0
0.0537,0.4993,-0.9305,0.8941,1.1291,-0.4945,0.5862,0.2805,1.09,0
0.7863,1.2146,-0.6106,-0.5242,-0.2354,-0.1436,-1.008,1.2659,656.34,0
3.6737,1.5921,1.6873,2.707,3.1436,0.8786,3.0278,1.1217,10.36,1
-1.4338,1.8383,-0.1862,-1.4061,-0.7522,-1.6508,0.6537,-1.0383,338.35,0
0.6488,-1.0363,0.4671,1.3928,0.0168,0.9958,0.1538,1.5874,381.6,0
2.1518,0.4566,0.8323,-0.038,-0.2096,-0.6109,-0.049,0.5559,236.76,0
-1.0599,0.2389,-0.254,-0.9348,-1.5895,0.6248,0.4464,0.5568,369.19,0
0.0587,-1.3885,-0.3607,0.177,-0.3728,-0.4856,0.3269,1.5148,30.88,0
-0.6665,1.0259,0.0031,0.7138,1.2497,1.6101,0.9342,4.6486,182.14,1
-0.7578,0.155,0.2399,-0.5566,-0.1441,2.1586,2.1204,-1.0541,64.91,0
0.2402,-0.0443,-0.7165,0.1493,-0.033,0.9278,-1.3404,-0.8054,286.45,0
-0.2594,1.7071,-1.365,0.9312,-0.0682,0.6065,-2.3872,-0.2607,98.3,0
0.181,-0.86,-0.0915,0.7164,0.0148,-0.5194,-0.2874,1.1918,236.39,0
0.2555,-1.3056,-0.5882,-0.0001,0.7394,2.433,0.7028,-1.0125,41.05,0
-0.4536,1.4632,0.8004,0.3156,-0.3219,0.3317,-0.0217,-0.6643,247.53,0
0.4584,2.3601,-0.6153,2.1241,0.7683,1.3404,-0.32,0.8445,119.1,0
-1.7599,-0.7115,-0.897,0.8317,0.9205,-1.0311,-0.7545,-1.479,91.76,0
-1.0997,-1.1,0.8368,0.5251,-1.2538,-0.6191,-0.9037,1.7763,161.99,0
0.4598,0.5222,-0.9184,-0.3292,-0.5228,-1.1889,-1.6516,-0.4236,3.99,0
0.2744,2.1845,-0.8693,-1.1176,0.3658,0.3625,0.3382,0.1858,305.15,0
0.6187,-0.2834,0.8926,-0.7966,-0.3997,-0.3021,-0.5384,-1.9342,381.95,0
0.0661,-0.6702,-0.9248,-0.4269,0.3956,-0.1694,-0.8816,-0.6701,270.46,0
-0.3237,-0.5092,0.4917,1.9826,-1.9446,2.2742,-0.2331,0.3478,370.5,0
1.4666,1.0023,-0.0915,-0.9265,1.5408,0.1367,-0.1302,1.5497,169.43,0
1.0778,0.0299,0.0853,-1.5003,-2.1508,1.2519,0.0781,0.2064,70.97,0
-2.0319,-0.0132,0.3114,-0.283,0.5253,0.2237,-0.5417,-1.9362,118.89,0
-0.6685,-1.6437,-2.0117,-0.6657,-0.1555,-0.516,-0.6833,0.5679,42.85,0
0.4995,-0.0492,-0.1146,2.4131,-0.5252,1.6399,1.4469,0.5041,397.57,0
-1.7434,1.3068,-0.5591,-1.4874,-1.1036,0.3905,-0.8225,0.2416,329.6,0
0.8502,-0.0334,-1.6963,-0.2317,-0.02,0.286,-0.7376,1.1409,7.16,0
-0.4143,-0.979,0.6956,-0.783,-0.8938,-0.393,0.9928,0.2149,297.54,0
1.0157,-0.9691,-0.6989,1.2554,-0.5706,-0.1881,-1.012,0.833,218.65,0
-0.9752,0.4862,0.8068,1.4768,0.3718,0.9246,-0.2971,-0.4783,110.14,0
0.6652,0.0034,2.5527,-0.3876,0.3235,2.8292,0.1941,-0.0676,464.47,0
0.1298,0.7336,-0.8425,0.1101,2.1428,-0.5,0.8538,0.5238,78.39,0
0.1523,0.7973,0.0168,3.1799,0.1513,0.1953,-1.7105,-0.5435,135.83,0
0.323,-0.5944,-0.162,-0.4204,-0.3604,0.648,0.2795,1.0039,195.26,0
1.3224,-0.0554,-1.7299,-0.0677,0.0885,0.5182,-1.5327,-0.312,180.88,0
-0.4786,0.7376,-0.6301,-0.5039,0.097,-1.2674,0.3294,-0.312,288.23,0
0.0062,-0.9052,-0.4876,-0.7441,-0.7173,-1.008,-0.4828,-0.8947,175.76,0
-0.1191,-0.1306,2.5053,-0.3376,0.9902,1.8117,0.6706,-0.6738,144.93,0
0.4193,-0.7352,-1.2965,-0.3253,-0.9402,0.4675,0.452,-0.4632,29.25,0
-1.0639,1.0866,0.2475,0.4786,0.2448,0.3277,-0.4684,-0.2058,39.04,0
0.0782,0.5503,1.7609,1.9484,-0.062,-0.5324,-0.92,0.977,30.25,0
-0.077,-0.3878,-0.1087,1.3632,-0.5787,2.2553,-0.6352,0.2401,651.82,0
-1.0589,-0.0171,0.0521,0.6153,0.6965,0.0859,1.0949,-0.3749,221.15,0
1.3356,0.844,0.8318,0.0301,1.1414,1.5708,0.808,-0.5703,253.23,0
-0.9102,-0.6877,1.3382,0.4745,1.0288,-1.3156,0.6548,-0.9714,133.63,0
-0.5453,-1.2168,1.3243,0.9201,-1.9323,-1.4744,0.5935,-0.2849,98.43,0
-0.6807,-2.1301,-1.4129,-0.7426,-0.893,0.2894,0.8115,-0.1284,274.43,0
-0.4512,-0.6742,-1.6404,0.078,0.162,0.7896,0.9107,-0.1974,305.58,0
0.8484,0.5809,0.5499,-0.7908,0.2942,-1.5055,1.5621,-1.4026,403.39,0
1.8372,-1.9359,0.2893,0.2727,0.2088,-0.5927,1.0225,0.4105,87.53,0
0.5898,-0.4441,-1.1393,0.9068,1.5049,-1.0919,0.1793,-0.4489,1.1,0
-1.9543,1.736,-0.5376,-1.6376,0.8982,-0.7286,1.0902,-0.7334,610.04,0
0.6054,0.7615,-0.5547,1.6878,-0.1111,-0.2438,1.3476,-0.6306,715.26,0
-0.8435,-1.9228,-0.2426,1.9579,-0.2172,-0.1075,0.8392,0.0213,138.83,0
1.0341,-0.7375,-1.3832,0.4349,-0.9629,1.0546,-2.1266,-0.4685,249.0,0
-0.1638,0.2217,1.7526,0.5536,0.7098,1.6009,-0.2894,-1.0469,682.11,0
-0.2983,-0.8755,-1.2163,-0.1364,-0.536,-0.4701,0.7396,0.2556,378.17,0
-0.1837,0.6955,1.0326,-0.1479,-0.9291,0.3357,0.478,1.2327,6.04,0
-1.2637,-0.5068,-0.0525,-0.4939,-0.2705,-0.7062,-1.4494,-0.5348,287.28,0
-0.0862,0.371,1.333,1.8423,-0.9212,-1.3159,0.3257,0.2424,419.48,0
0.2039,-0.7253,0.4,0.6154,0.5428,-0.1511,1.0909,-0.2576,58.64,0
0.6155,0.6054,-0.8385,0.8963,0.2554,-0.4346,0.2342,0.3445,369.93,0
-0.3267,-1.6146,-0.2624,0.8665,0.253,-0.1079,-1.5649,-0.328,481.79,0
0.4939,-1.9,-0.1545,-0.8677,0.2314,-0.791,0.6057,0.981,39.56,0
0.0005,0.1281,-1.5378,0.6448,-0.2604,0.4648,0.2351,0.1809,319.96,0
-0.5871,-0.8389,0.2472,-0.1556,0.048,2.3538,-0.1556,0.6049,60.68,0
-0.0642,1.3689,-0.8559,-0.9621,0.2365,0.7175,-0.7031,0.6704,286.97,0
-0.7881,-0.6861,-0.7015,-1.5992,0.1429,-0.0406,0.762,1.2607,466.34,0
-0.9265,-0.3108,0.5275,0.7729,1.0784,0.2234,-1.0543,0.7066,61.73,0
-1.0017,1.8381,1.8743,-0.0026,0.2815,-0.9809,0.6426,1.7596,443.09,0
-0.3579,0.7947,-0.5281,-0.4297,-1.412,0.4834,-0.1614,-0.654,243.91,0
0.2186,0.3808,-0.324,0.6937,1.0564,0.9964,0.4276,0.9389,316.95,0
0.108,0.5842,-0.2119,-2.0084,0.5904,0.1202,-0.9932,0.7733,430.1,0
-0.6788,-0.6678,0.7562,-0.4074,-0.4497,1.2541,-1.371,2.0562,399.06,0
0.5634,2.5719,0.6224,-1.1546,0.2818,-1.2807,1.2328,-0.9559,235.51,0
0.603,-0.2722,-0.9126,-0.4329,-1.7999,-0.5903,-1.4642,-1.4377,58.26,0
-0.6324,1.2635,1.5216,1.3799,-0.4081,-0.9538,1.277,0.5439,210.65,0
0.9908,2.0975,-1.7618,-0.3462,1.2648,-1.4469,0.5667,1.2215,252.92,0
2.3846,2.1146,1.7909,2.2018,0.5077,2.8143,2.9002,1.3382,154.76,1
0.8254,0.3515,1.1869,-0.3615,-0.4647,0.4128,1.0292,0.8251,548.76,0
0.9846,2.0087,1.4879,0.8052,0.0352,0.2097,-0.7535,-1.4482,268.69,0
1.7977,0.5516,2.2799,-1.023,1.5492,-1.8027,0.2081,-0.6316,47.92,0
0.0108,-0.1165,0.6081,1.7781,-0.3889,-1.9997,-0.2021,0.2993,386.33,0
0.5302,-0.7365,-0.9648,1.7648,-0.8121,0.6413,0.531,1.175,306.37,0
0.075,-0.8791,-0.4096,0.3046,-1.1173,0.1642,-0.2123,-0.6606,286.39,0
0.3891,-0.7941,1.1321,0.5405,-0.8612,-0.2173,1.4718,1.3517,1124.58,0
0.8584,-1.3697,-1.5734,0.0287,0.3986,1.0944,-0.5688,0.1934,427.91,0
1.7017,2.266,0.9473,0.8059,0.5888,-0.3234,-0.1102,0.9644,219.41,0
-0.4849,1.2288,0.4023,-4.3891,0.674,1.9182,-1.9959,1.5194,196.47,0
0.3341,0.4956,0.8718,0.4543,0.2817,0.7112,-2.4266,2.0891,25.02,0
0.0398,-0.7307,0.0826,0.0666,-0.8202,0.568,-0.7642,2.288,159.15,0
-0.1864,-0.1374,0.4184,0.3448,0.5824,0.5613,-0.982,0.9903,202.87,0
-1.0933,0.4192,-0.3359,-0.2274,0.812,0.3973,-0.1167,1.6864,469.43,0
0.3517,1.2003,0.8019,-2.4647,0.6149,-0.3437,1.165,0.5912,179.07,0
-0.7477,0.6913,-0.6901,-0.053,-0.5375,0.0032,-0.5673,-0.2235,150.3,0
-1.397,0.5192,-1.4135,0.6281,-0.5072,0.0084,-1.2943,0.1224,646.2,0
0.9065,-0.5013,-0.969,-0.4742,-0.9658,-0.1012,0.1021,-0.306,80.5,0
0.8681,-0.1041,-0.3057,1.9063,-1.07,1.2332,1.0212,-0.2252,109.66,0
0.6235,1.1458,-0.6338,-0.0298,-0.6353,0.163,-0.7783,-0.4241,200.56,0
1.3849,-0.4108,0.4235,0.045,-1.1572,-0.1855,0.5875,-0.499,142.3,0
-0.0537,0.8629,0.6962,-0.5777,2.3021,-0.0244,0.2364,0.5513,80.82,0
-0.7004,2.1861,-1.4142,0.4968,-2.5145,-1.3512,0.8869,0.036,263.7,0
-1.2491,-0.9031,1.0623,1.7401,-0.6213,0.6715,0.19,-0.1205,73.19,0
-1.792,-0.4704,0.0277,1.9233,-1.96,-0.0962,1.4567,-0.785,53.76,0
0.7232,0.6447,-1.2294,1.6994,-0.8031,1.7375,2.0222,0.5127,55.06,0
-0.8124,-2.2028,0.3621,-1.1013,-1.073,-1.3725,0.7774,0.7115,339.65,0
-0.2698,0.9769,-0.06,-1.5287,1.2376,-0.2141,1.0912,-1.3955,82.35,0
0.4869,0.1418,-0.2893,1.5288,0.7081,0.3021,0.6925,-0.7053,53.63,0
-0.4255,-1.4331,2.5448,-0.037,-1.0832,-0.6698,-0.1731,-0.1752,282.36,0
1.8729,-1.6736,-0.8158,0.0698,-0.5157,-0.0313,-0.1176,0.4076,39.18,0
0.3269,-0.1565,0.3581,-0.0258,0.5451,0.1873,-0.3374,-2.0258,902.76,0
1.9835,2.0858,2.9951,1.9055,2.3581,0.3252,0.2283,0.2948,194.66,0
0.5235,0.4133,-2.6979,-0.3008,0.8007,0.148,0.1463,-0.365,252.57,0
0.2516,0.9013,0.6933,0.307,0.1865,0.5473,0.7633,-1.3522,131.79,0
0.5297,2.0304,0.8206,1.1226,-0.3774,0.1047,0.4265,-0.6596,161.98,0
-0.4965,1.0217,-0.2102,-0.6215,-0.6282,0.6422,1.7506,-2.1409,127.51,0
0.0809,1.1025,1.2993,-1.7569,-2.1777,1.1621,1.2024,0.2566,281.09,0
0.6012,0.5057,-1.0583,-0.8689,-0.2757,0.9574,0.2331,-0.2067,211.95,0
1.061,-0.4119,-0.0975,-0.3053,-1.5059,1.4718,0.7454,-0.345,20.64,0
-0.4425,1.1249,-0.9933,0.392,2.2727,0.2054,-0.7756,0.4104,462.82,0
-0.2254,0.9543,-0.8885,-2.6167,-1.6045,-1.0283,-0.6557,0.1872,35.93,0
-0.7487,1.0479,-0.6522,0.2253,0.2167,0.6615,0.2507,-0.7392,321.45,0
1.0192,0.399,-0.3831,-1.9248,1.6265,-1.0491,1.3828,0.5368,384.89,0
0.1606,3.372,1.5887,0.9452,2.5638,1.2113,0.7509,4.1268,8.82,1
-1.0091,0.1468,1.5521,-0.2246,1.843,0.1637,-0.0565,0.1166,145.78,0
0.121,1.5263,0.4375,0.1763,-0.1999,-0.0506,1.3046,0.0037,209.93,0
-0.3643,-0.3344,0.0367,-1.0658,-2.2328,0.2391,-1.9889,-0.993,190.43,0
0.4099,-1.5857,0.1046,-1.9133,0.8042,-0.693,-1.2231,0.8179,740.9,0
-0.342,-0.8662,-0.5887,-0.4148,1.2972,0.1599,1.2836,0.4942,371.82,0
0.6199,0.2288,-1.385,0.3081,-0.5525,0.2115,0.0545,0.4717,460.73,0
-0.4625,-0.2024,-0.1187,-0.0513,1.168,-2.3472,0.0305,-0.0795,383.48,0
0.4193,-1.0273,-0.7524,1.6862,-0.7635,0.6409,-0.9447,1.0084,212.96,0
-1.211,1.169,0.5512,-0.1425,1.9078,1.8973,0.4392,-1.4557,136.33,0
0.7133,-0.894,0.1984,0.3005,-1.3295,0.4746,-1.2488,-0.4279,676.49,0
0.413,-1.8833,1.1305,1.1827,-0.4744,0.5213,-0.2171,0.2419,861.29,0
-0.5745,1.5846,-1.1562,0.7064,2.1867,1.0773,-0.0315,-1.1341,57.82,0
-0.0407,0.868,0.4512,2.2298,1.2511,1.4489,2.8001,0.7582,167.33,0
1.2527,1.5397,0.5043,2.1413,-0.3564,-1.6325,1.0532,-1.8386,45.72,0
0.0448,-1.248,-0.4925,0.6206,1.148,-0.9024,-1.0974,1.951,230.79,0
-0.7003,1.1922,-1.3896,-1.6325,-0.1351,-0.8426,-1.2582,-0.6371,258.93,0
-0.6057,1.2808,-0.5908,1.3979,-1.0493,-0.2929,1.4,0.1682,194.89,0
2.1281,-0.4201,1.5276,0.118,0.8367,-1.2197,0.3484,-1.0691,363.07,0
0.4874,0.6753,-2.0836,1.5893,-0.2039,1.2459,-2.0335,0.2566,256.8,0
1.3722,-1.9824,-1.2958,-2.4966,1.2083,-0.0967,0.9663,-0.1093,204.94,0
-0.6259,1.4135,0.5795,-0.9193,-1.2236,1.1582,0.0168,-1.5491,60.37,0
0.2859,0.6725,0.5254,-1.4804,0.2812,1.3168,0.1718,-1.31,79.96,0
1.8478,-0.0173,-0.0814,-0.4051,1.18,-0.5249,-1.545,-0.6787,247.13,0
-0.1072,-0.1027,0.0316,0.4727,2.535,0.1898,0.6626,-1.6865,602.66,0
0.2188,-1.0176,-1.639,-1.2282,-1.6794,0.075,0.3839,-0.9653,239.52,0
-0.2156,0.8388,-1.8573,-0.3595,-0.5134,1.581,0.4318,-1.1772,354.15,0
0.8834,-0.3057,0.6417,0.2229,0.7198,-1.3443,-0.1457,-0.058,129.66,0
-1.3488,-0.419,0.0983,-0.3033,1.074,-0.3085,-0.2345,0.8146,4.28,0
-0.6576,1.9426,-0.6922,-2.3556,1.0302,1.5005,1.6592,1.0383,302.41,0
0.1429,0.1698,2.216,-2.1922,0.2143,-0.2652,-0.2131,0.1493,287.5,0
-1.6681,-0.7004,-1.0844,0.2692,-1.7987,-0.4472,-0.1731,-0.0397,182.16,0
1.5712,-1.111,-0.7511,2.8985,0.941,-0.7331,-1.0814,-1.6727,268.03,0
1.3046,-0.6304,-1.8381,1.0074,-1.2786,-0.1958,0.2061,0.3855,108.44,0
0.0001,0.1497,0.7522,-0.4658,-1.3776,0.3636,-0.6928,-0.5893,215.81,0
0.1479,1.8359,0.1727,-0.5144,-1.909,-1.4339,-0.467,-0.1084,137.35,0
0.4654,0.7469,-0.4237,-1.2298,0.2802,1.4316,-0.6478,-0.728,66.65,0
-0.3677,-1.3973,-0.071,-0.119,0.1769,0.5292,0.4657,-0.7682,233.43,0
-0.6281,-1.4854,0.2832,-1.2826,-1.377,-0.3806,0.4307,1.9878,92.91,0
0.7957,0.8924,0.315,1.1314,0.1881,0.2005,0.1212,-2.0182,511.35,0
-0.1792,-0.8275,0.105,-0.5049,0.0466,1.0981,-1.2529,2.1735,427.31,0
-1.4065,-0.8389,-0.4303,0.7869,0.4058,0.5352,-0.0274,-0.7881,16.4,0
-2.1667,1.1699,-0.9115,0.2645,-0.676,1.9919,0.1246,-0.7081,10.17,0
-1.084,-0.2295,0.356,1.3646,0.0651,1.7037,-0.7067,-0.5376,11.91,0
1.0201,0.2263,0.2697,0.2836,1.7063,0.2551,-0.7841,-0.6159,11.88,0
1.002,-0.0955,0.3176,-0.1862,-0.6468,0.5229,-0.5552,0.3861,206.32,0
-0.2893,-0.4657,-0.3252,0.9497,-0.7853,1.735,-1.3251,1.6154,437.24,0
-0.951,1.0804,-1.1547,0.6548,0.7082,-0.5104,-1.2175,-1.9704,798.84,0
-1.6231,1.2845,1.6545,0.7658,-0.3305,1.4269,-0.3218,-0.7058,128.95,0
-0.0363,0.9941,-1.0512,-0.3745,-1.3816,0.9414,-0.0924,-0.8502,315.35,0
2.7927,2.48,0.858,0.3145,0.9574,-0.1131,2.0704,3.3386,282.7,1
0.6073,0.166,-1.6458,0.3515,-0.0565,0.5164,-0.3915,-0.8015,21.08,0
-0.9669,-0.716,-1.065,0.4551,-1.9676,-1.0116,-1.8629,0.419,187.8,0
-1.8211,0.9451,-1.6033,0.2868,-0.8437,-1.4267,0.2384,-0.3338,202.61,0
0.6678,0.534,0.4409,-1.183,0.2723,1.068,-0.2609,0.9774,755.96,0
2.0474,-0.0245,1.3973,0.8936,-0.5209,-0.5129,1.4463,1.4625,200.71,0
-0.3108,1.5425,0.3066,-3.0828,2.4209,0.1831,0.3434,1.0867,116.17,0
0.6688,-0.0037,0.2204,-0.2487,-0.5963,1.6208,-1.0999,0.6864,72.82,0
-0.6568,-3.028,-1.0118,1.0572,-0.5826,-0.4645,-2.3318,-1.6308,222.05,0
-2.2709,-0.3025,-0.3642,-0.3027,-0.5511,-0.9959,-1.822,0.1447,125.55,0
-0.6793,0.9149,0.3455,0.2445,2.0508,0.4738,1.2005,0.2729,325.02,0
-1.9823,0.2857,0.0438,-0.5397,0.3896,-0.0796,1.0547,0.5602,87.78,0
0.9893,0.1505,-1.2762,0.1076,2.6111,1.646,-2.9744,0.0633,856.68,0
1.2659,0.5544,-2.5995,0.6413,-0.5582,0.4531,-0.0141,-0.1927,203.06,0
0.4172,-1.4454,-0.7465,-1.4808,0.6217,1.1834,-1.2218,0.9957,30.47,0
1.2756,-1.4966,0.0384,0.0625,-0.7813,0.4382,1.4609,0.8918,105.2,0
-0.2277,-0.0375,-0.7191,0.6101,-0.0435,0.1664,0.3571,-1.1546,107.79,0
0.2663,-0.8888,-1.3535,-0.2524,0.6529,0.4167,-0.8808,0.1369,240.08,0
0.2866,-0.6366,0.0726,-0.4774,1.6142,0.547,0.6698,-2.6669,2.37,0
-0.0998,1.8083,-0.1565,-0.2377,-0.171,-1.3166,-1.0367,-0.5307,399.13,0
1.1468,-0.5837,0.0507,0.4022,-0.5501,-0.0955,-0.5836,0.3991,405.74,0
1.7851,1.0081,-0.5939,-1.0039,-1.3685,1.4732,-0.7782,1.4802,38.81,0
0.689,-0.8602,-1.3522,0.52,1.5005,-0.0248,-1.5274,2.0848,36.26,0
-0.8639,1.3849,0.3617,1.4104,-0.0601,0.5115,0.3002,-0.6241,158.31,0
0.1143,0.3771,0.4716,-0.9337,-0.9755,0.7149,-0.6293,-2.7501,76.38,0
-0.7377,-0.271,-0.2831,1.8741,-0.3942,0.3442,-0.5769,-0.5896,405.75,0
-0.0006,-0.064,-0.2441,-2.1669,0.7188,0.2445,0.8255,-0.117,694.23,0
0.0803,-0.5694,1.3309,-0.0393,-1.5658,1.2323,0.2193,1.115,334.3,0
0.1255,-0.3396,0.1604,-1.8097,-2.831,-0.9755,0.2822,-3.225,19.05,0
1.4872,-0.7709,-0.4836,2.1814,0.0963,1.8234,0.2069,0.2462,454.91,0
-0.049,1.486,0.9647,-1.1337,1.2421,-0.2623,-0.9045,0.1971,65.87,0
-0.1365,-0.0241,-0.3483,-1.0213,-1.4548,-0.6907,0.8593,0.2331,56.39,0
0.9648,1.0123,0.3314,-0.6124,-0.4583,0.2847,-1.3119,1.3278,101.83,0
1.14,-1.1989,-0.789,0.4212,-0.3383,0.5446,-0.3594,1.5248,529.16,0
-0.4694,1.3014,-1.0456,1.3252,-0.4334,2.114,-0.6818,-0.144,21.67,0
-0.1159,-0.9146,-0.1134,1.2156,-1.6147,-1.564,-0.6278,-0.0266,3.4,0
0.0802,-0.1368,-0.8478,-1.9558,1.4248,-0.2079,-0.4295,-0.6716,62.32,0
1.9214,0.619,-0.942,0.0327,0.9586,-0.5989,0.1405,0.3165,49.14,0
-0.7357,1.0972,0.3497,-1.0186,-0.1937,-1.7433,0.0354,-0.1984,135.68,0
0.3937,0.7988,1.6816,0.6145,0.9749,0.0543,0.7337,-0.0342,576.35,0
0.8974,0.7186,0.2639,-0.6938,0.3856,-0.067,-0.3083,2.6788,34.5,0
0.2245,-0.1382,-1.3528,-1.7106,1.9306,0.463,0.0196,2.1952,153.35,0
0.9305,-0.4997,-1.0459,-0.5845,0.9815,1.1787,0.5549,-1.6168,398.2,0
-1.3214,0.572,0.3107,-0.2033,0.4495,-0.3649,-0.6701,0.5437,33.33,0
0.1843,-0.7821,-0.9916,-1.1463,-0.4376,0.2496,-1.9118,-0.0464,300.38,0
0.1185,0.6513,-1.1391,0.3516,0.2052,0.139,-0.6833,1.1893,408.03,0
0.5138,0.4481,-0.3437,0.2679,-0.987,0.3872,-1.1749,-0.3593,91.17,0
-0.3356,-1.053,0.0728,1.0652,0.9327,1.5862,1.728,-2.0459,401.84,0
1.9187,1.1959,-1.0134,0.0137,0.4917,-1.7299,-1.6954,0.1546,559.71,0
-1.1226,-0.6778,0.3809,1.1705,1.6666,0.0414,1.8377,-0.2897,139.52,0
0.0672,0.963,0.2786,1.4231,1.1332,1.4967,1.3686,1.5629,15.79,0
0.5603,-1.2676,-0.0981,-1.3472,-0.1473,0.6474,0.9921,0.4728,519.51,0
0.7151,1.0857,-0.3589,-1.0745,-0.449,-0.0119,-0.6282,-1.0011,176.77,0
-1.9944,-0.3511,-2.4475,-1.0851,2.5585,-0.38,-1.4278,0.0253,276.45,0
0.3751,-0.2118,0.9071,0.3814,1.2838,-0.4655,1.0675,2.0347,429.89,0
-0.0652,1.6703,1.7143,0.9873,0.3375,-1.0051,0.7186,-0.158,388.95,0
1.1846,-1.5523,0.441,-0.3705,-0.9607,1.9719,-0.9545,-1.1301,243.11,0
0.056,-0.3077,1.0921,-0.5671,0.3269,0.8206,-1.4832,-0.7484,538.91,0
-0.8347,0.3333,0.579,0.1618,0.2966,0.381,0.1381,-0.7602,99.52,0
-0.7166,0.1239,0.7231,-0.1763,0.9134,0.7908,0.9078,0.4031,275.82,0
0.7396,-0.8284,0.9738,-0.0264,-0.5457,0.9632,-1.0857,0.8692,66.97,0
-0.1022,-0.0224,1.3444,-0.0197,1.0855,0.9399,0.667,-1.7866,426.17,0
-0.6672,1.0031,0.7965,-0.0915,1.3358,-0.1636,0.5175,-1.2538,90.23,0
-1.318,1.0153,-1.2427,-0.7649,0.2295,1.567,-1.0039,0.1477,384.86,0
0.9561,0.1569,0.1758,0.6213,0.7411,-2.0864,-0.3509,-0.4548,316.48,0
0.982,0.4722,-1.4488,0.026,-1.5653,1.3423,1.6141,-0.0557,186.04,0
0.1631,0.9737,-0.5592,0.1077,-0.6477,0.398,-0.6519,-0.6869,215.77,0
2.1257,-0.0138,0.2041,-0.3365,0.1511,0.9641,-0.2753,-2.1085,499.48,0
-1.5484,-0.9091,-0.3848,-0.3455,-0.1289,1.0326,1.2493,2.0055,409.88,0
1.4628,-1.0713,-0.318,1.1758,1.9731,-0.9931,-0.7388,0.3811,17.25,0
0.0449,1.6883,-1.0805,2.2422,-0.3823,-0.7669,0.8452,0.9243,793.64,0
-0.9776,1.3895,-0.8865,-0.2761,-0.0391,0.7063,-0.8518,0.9781,279.97,0
0.7643,0.2445,0.5132,-0.8157,-0.1741,-0.7695,-0.1991,-0.1188,318.75,0
0.9845,0.0351,0.6779,0.823,0.0583,0.4026,0.5942,0.4876,275.04,0
-1.3831,-0.3654,-0.7921,0.6769,-0.3717,-0.0728,-0.1892,-1.4801,261.26,0
-0.0289,-0.899,0.9239,-0.9746,-1.5549,0.4983,1.2185,-0.4051,65.58,0
0.5681,0.5921,-0.2416,0.0063,0.698,0.6336,0.7207,0.6267,3.14,0
1.6248,2.4893,0.4474,-1.324,-0.7732,0.5091,1.3411,-1.2129,211.85,0
-1.0645,-1.8722,-1.3465,-0.2565,-0.0694,-0.7931,0.0789,-0.4338,89.22,0
1.5084,0.6728,0.1122,0.6033,-0.6758,-2.1088,-0.6067,0.7475,216.45,0
-0.8508,-0.1736,-0.6342,0.3873,1.3927,0.5164,1.0264,1.1091,221.38,0
-0.3887,1.3555,-0.4267,0.7135,0.0346,1.0627,0.1915,-0.9318,356.95,0
0.9249,-0.8193,0.0244,-0.1025,-1.0024,-1.2804,-0.5804,0.1299,301.93,0
0.1165,0.534,-0.0318,-0.4988,-0.9474,-0.3172,-0.8222,-0.0628,377.77,0
-0.8275,0.4205,0.5153,-1.3672,0.1751,-0.1176,0.5447,0.8313,6.09,0
-0.4244,-0.346,-0.3655,1.2447,-0.9284,0.2771,-0.0685,0.0679,185.98,0
-0.0631,-0.1169,1.5914,-0.0204,0.0757,0.4842,-0.0978,-0.8203,175.8,0
-1.9719,1.4961,2.1609,0.1704,0.6655,1.0811,-1.3247,0.9283,272.96,0
0.8171,0.4475,-1.5305,0.5146,-1.0823,0.4383,-0.8056,-0.2815,474.07,0
0.2444,0.0572,0.793,-0.0293,1.7444,0.0445,-1.7035,0.6383,126.62,0
-0.6223,-1.1959,1.0624,0.0066,0.577,0.4675,-0.2068,0.9881,597.8,0
-0.0131,-0.3166,-0.2508,0.9925,1.2252,-0.6672,-0.6686,0.3794,277.29,0
-0.0729,-0.2666,-0.5138,-0.4397,1.112,-0.5986,0.5664,0.3146,196.57,0
1.8443,-0.2594,-2.1256,1.3951,0.4493,-0.131,-0.4372,-0.9469,748.42,0
-1.0145,-0.3218,-1.8597,0.5944,1.2468,0.9107,0.8126,0.8394,199.64,0
-0.2132,-0.3104,0.1118,0.4189,0.6817,-0.6336,-1.5758,1.2716,169.84,0
-0.9302,-0.4677,1.7486,-1.3882,-0.7319,0.9526,0.2165,-0.7912,100.44,0
0.671,-1.4463,0.3123,0.0257,-0.5315,0.2273,-0.9377,0.8408,259.97,0
0.5665,-0.4108,0.0078,-0.0043,-0.914,0.4386,-1.6492,1.7527,277.63,0
1.0921,-0.9281,-0.5181,-0.4926,0.8095,0.1455,0.0928,0.5363,139.49,0
-1.7153,-0.1046,1.6254,0.6973,0.4212,-1.0484,-0.7348,1.3444,55.93,0
-1.1435,0.6436,0.8269,-0.0239,0.2717,1.7521,-0.1576,-0.9443,154.71,0
-0.3232,0.7095,0.9061,0.765,0.9883,1.8037,0.3899,1.0992,294.82,0
0.2542,-1.4822,0.8515,-0.0071,-0.5422,0.7467,-0.1672,-1.1657,299.91,0
2.1958,3.559,1.0513,1.899,1.2424,0.9815,2.0464,0.9377,169.36,1
