customer_id,city,employment_type,age,monthly_income,loan_amount,credit_score,country,loan_approved
CUST-00358,City_7,Self-Employed,60.0,,28817.48,,Morocco,0
CUST-00359,City_63,Salaried,36.0,,46353.43,664.0,Morocco,1
CUST-00360,City_71,Salaried,60.0,5438.84,44439.64,603.0,Morocco,1
CUST-00361,City_75,Unemployed,31.0,,48863.63,,Morocco,1
CUST-00362,City_18,Salaried,39.0,,89130.51,578.0,Morocco,1
CUST-00363,City_75,Salaried,65.0,6074.03,34524.54,636.0,Morocco,1
CUST-00364,City_9,Salaried,67.0,1163.27,53445.78,,Morocco,1
CUST-00365,City_44,Self-Employed,66.0,8043.2,66369.24,,Morocco,1
CUST-00366,City_39,Unemployed,35.0,7888.4,46960.04,556.0,Morocco,1
CUST-00367,City_26,Student,62.0,7273.48,91756.9,,Morocco,1
CUST-00368,City_1,Salaried,66.0,8953.7,37439.21,,Morocco,1
CUST-00369,City_65,Salaried,68.0,3587.93,51481.78,613.0,Morocco,1
CUST-00370,City_28,Salaried,20.0,,29023.89,,Morocco,0
CUST-00371,City_56,Self-Employed,56.0,4101.43,37969.51,618.0,Morocco,1
CUST-00372,City_34,Student,69.0,8373.06,49978.68,574.0,Morocco,1
CUST-00373,City_31,Self-Employed,57.0,2281.63,61926.08,631.0,Morocco,1
CUST-00374,City_75,Self-Employed,30.0,4174.34,51381.9,,Morocco,0
CUST-00375,City_8,Salaried,57.0,10290.92,70182.3,,Morocco,1
CUST-00376,City_62,Student,24.0,5847.75,43100.69,,Morocco,1
CUST-00377,City_63,Salaried,43.0,8599.81,38356.63,,Morocco,1
CUST-00378,City_32,Salaried,50.0,7092.39,99079.7,583.0,Morocco,1
CUST-00379,City_22,Salaried,42.0,6237.6,52884.75,,Morocco,1
CUST-00380,City_0,Salaried,54.0,,30610.37,,Morocco,0
CUST-00381,City_79,Salaried,31.0,5908.35,31114.72,,Morocco,1
CUST-00382,City_80,Salaried,49.0,2048.15,26146.4,,Morocco,0
CUST-00383,City_20,Salaried,51.0,4491.9,63731.39,,Morocco,0
CUST-00384,City_2,Self-Employed,51.0,7877.98,37712.45,,Morocco,1
CUST-00385,City_10,Salaried,33.0,7488.77,47547.25,710.0,Morocco,1
CUST-00386,City_5,Salaried,34.0,2582.35,43729.83,,Morocco,1
CUST-00387,City_70,Student,32.0,4689.14,59629.85,619.0,Morocco,0
CUST-00388,City_75,Self-Employed,42.0,5045.7,28065.12,520.0,Morocco,1
CUST-00389,City_13,Salaried,48.0,5586.33,23488.55,,Morocco,1
CUST-00390,City_63,Salaried,37.0,3060.22,49485.95,736.0,Morocco,1
CUST-00391,City_15,Unemployed,39.0,4929.07,57019.19,,Morocco,0
CUST-00392,City_31,Salaried,33.0,4678.47,51650.65,,Morocco,0
CUST-00393,City_50,Salaried,30.0,8428.83,28810.93,,Morocco,0
CUST-00394,City_61,Student,52.0,8522.8,58549.7,,Morocco,0
CUST-00395,City_74,Salaried,60.0,6135.47,30122.78,720.0,Morocco,1
CUST-00396,City_3,Self-Employed,33.0,5519.9,34569.23,594.0,Morocco,1
CUST-00397,City_16,Self-Employed,62.0,6849.81,26120.93,521.0,Morocco,0
CUST-00398,City_23,Self-Employed,48.0,4458.56,71023.17,,Morocco,0
CUST-00399,City_26,Salaried,27.0,3632.92,57668.43,,Morocco,1
CUST-00400,City_84,Salaried,37.0,4149.45,57099.87,607.0,Morocco,0
CUST-00401,City_66,Salaried,19.0,4912.97,69944.23,,Morocco,0
CUST-00402,City_27,Salaried,20.0,3591.32,101252.98,,Morocco,1
CUST-00403,City_82,Unemployed,,6905.15,10815.48,,Morocco,1
CUST-00404,City_42,Salaried,42.0,,30232.47,,Morocco,1
CUST-00405,City_42,Self-Employed,59.0,2532.25,32676.5,,Morocco,0
CUST-00406,City_36,Self-Employed,25.0,6562.82,27983.61,,Morocco,1
CUST-00407,City_12,Self-Employed,61.0,5950.16,23448.34,,Morocco,0
CUST-00408,City_79,Salaried,30.0,7353.77,39006.94,,Morocco,1
CUST-00409,City_1,Salaried,,6467.65,20667.93,,Morocco,0
CUST-00410,City_14,Student,54.0,2866.0,51700.85,,Morocco,1
CUST-00411,City_19,Self-Employed,,3344.03,46033.97,,Morocco,0
CUST-00412,City_23,Unemployed,49.0,6573.56,54620.57,694.0,Morocco,1
CUST-00413,City_11,Student,24.0,9071.95,55154.57,,Morocco,1
CUST-00414,City_1,Self-Employed,24.0,964.53,57060.14,687.0,Morocco,1
CUST-00415,City_57,Salaried,38.0,7364.32,37531.82,569.0,Morocco,1
CUST-00416,City_82,Self-Employed,41.0,9474.06,87422.87,,Morocco,1
CUST-00417,City_10,Salaried,69.0,6117.44,49688.62,597.0,Morocco,1
CUST-00418,City_25,Self-Employed,33.0,,7750.3,690.0,Morocco,0
CUST-00419,City_43,Student,28.0,4742.33,24952.49,,Morocco,0
CUST-00420,City_78,Salaried,67.0,6201.58,10189.94,,Morocco,1
CUST-00421,City_59,Salaried,26.0,2447.72,45346.69,,Morocco,0
CUST-00422,City_65,Salaried,20.0,800.0,42563.9,651.0,Morocco,0
CUST-00423,City_49,Student,40.0,8856.91,35631.49,645.0,Morocco,0
CUST-00424,City_35,Salaried,39.0,4037.51,85218.52,604.0,Morocco,1
CUST-00425,City_16,Salaried,50.0,5361.18,55979.66,614.0,Morocco,0
CUST-00426,City_73,Salaried,63.0,3033.89,59521.97,,Morocco,1
CUST-00427,City_68,Salaried,66.0,2975.08,26378.53,641.0,Morocco,0
CUST-00428,City_2,Salaried,33.0,6065.41,25017.1,,Morocco,0
CUST-00429,City_60,Salaried,69.0,4676.06,45736.11,609.0,Morocco,0
CUST-00430,City_7,Salaried,51.0,7444.93,48460.14,,Morocco,1
CUST-00431,City_62,Salaried,22.0,7631.35,7873.77,,Morocco,1
CUST-00432,City_70,Salaried,66.0,7302.12,41393.86,695.0,Morocco,1
CUST-00433,City_11,Salaried,26.0,7096.5,45281.44,629.0,Morocco,0
CUST-00434,City_36,Salaried,49.0,10444.42,40697.02,,Morocco,1
CUST-00435,City_10,Self-Employed,59.0,3831.02,28732.19,,Morocco,0
CUST-00436,City_48,Salaried,31.0,6362.66,34209.3,,Morocco,0
CUST-00437,City_78,Salaried,32.0,9331.72,41462.82,728.0,Morocco,1
CUST-00438,City_6,Salaried,43.0,9661.35,46816.0,,Morocco,1
CUST-00439,City_33,Salaried,64.0,2945.59,57095.83,,Morocco,0
CUST-00440,City_82,Salaried,,5719.11,66617.12,,Morocco,1
CUST-00441,City_25,Salaried,52.0,9895.3,39113.05,,Morocco,1
CUST-00442,City_11,Unemployed,42.0,7770.2,35876.88,,Morocco,1
CUST-00443,City_41,Salaried,24.0,6988.16,53753.11,,Morocco,1
CUST-00444,City_43,Salaried,55.0,5955.79,57216.9,672.0,Morocco,1
CUST-00445,City_56,Salaried,61.0,5540.5,36315.99,540.0,Morocco,1
CUST-00446,City_26,Salaried,,7220.55,60807.87,599.0,Morocco,1
CUST-00447,City_81,Salaried,27.0,5869.06,64591.71,,Morocco,1
CUST-00448,City_44,Self-Employed,26.0,6393.55,70833.73,,Morocco,1
CUST-00449,City_24,Unemployed,,6696.5,80566.42,607.0,Morocco,1
CUST-00450,City_81,Salaried,44.0,4804.82,27671.68,651.0,Morocco,0
CUST-00451,City_78,Salaried,47.0,7830.32,45277.96,,Morocco,1
CUST-00452,City_42,Salaried,31.0,13785.61,45225.55,533.0,Morocco,1
CUST-00453,City_2,Salaried,44.0,2057.53,43038.53,712.0,Morocco,0
CUST-00454,City_50,Self-Employed,34.0,7310.03,32014.74,710.0,Morocco,1
CUST-00455,City_47,Salaried,53.0,4599.52,15288.76,717.0,Morocco,0
CUST-00456,City_12,Salaried,59.0,7943.51,46853.59,,Morocco,1
CUST-00457,City_53,Student,52.0,,29632.89,,Morocco,1
CUST-00458,City_71,Salaried,19.0,8404.64,46719.87,,Morocco,1
CUST-00459,City_9,Salaried,69.0,9438.77,29119.13,,Morocco,0
CUST-00460,City_61,Self-Employed,20.0,6981.05,23006.83,651.0,Morocco,0
CUST-00461,City_11,Salaried,69.0,9330.13,49685.97,,Morocco,1
CUST-00462,City_63,Salaried,20.0,800.0,48018.43,,Morocco,1
CUST-00463,City_35,Salaried,45.0,10476.13,56585.64,804.0,Morocco,1
CUST-00464,City_0,Student,24.0,7437.66,88717.28,517.0,Morocco,1
CUST-00465,City_82,Salaried,23.0,9194.61,50545.79,850.0,Morocco,1
CUST-00466,City_14,Salaried,53.0,3450.31,54701.64,,Morocco,0
CUST-00467,City_50,Salaried,56.0,4423.08,23448.77,728.0,Morocco,0
CUST-00468,City_15,Salaried,25.0,6864.85,19261.85,,Morocco,1
CUST-00469,City_79,Self-Employed,68.0,,76656.59,,Morocco,0
CUST-00470,City_62,Salaried,35.0,7207.67,26530.4,,Morocco,1
CUST-00471,City_68,Self-Employed,35.0,9211.29,24121.12,,Morocco,1
CUST-00472,City_36,Self-Employed,34.0,2086.95,44218.02,694.0,Morocco,0
CUST-00473,City_39,Unemployed,42.0,8934.55,43196.15,,Morocco,1
CUST-00474,City_53,Salaried,28.0,6520.7,26949.87,,Morocco,1
CUST-00475,City_66,Unemployed,40.0,5990.55,38900.54,656.0,Morocco,0
CUST-00476,City_71,Self-Employed,29.0,,69587.51,637.0,Morocco,0
CUST-00477,City_1,Salaried,21.0,7757.62,28880.13,,Morocco,1
CUST-00478,City_56,Self-Employed,37.0,800.0,17126.55,696.0,Morocco,0
CUST-00479,City_9,Unemployed,53.0,8120.99,63851.87,709.0,Morocco,0
CUST-00480,City_24,Salaried,57.0,2769.74,54845.94,597.0,Morocco,0
CUST-00481,City_70,Student,37.0,6633.64,32589.63,566.0,Morocco,1
CUST-00482,City_21,Salaried,35.0,6202.08,13356.66,605.0,Morocco,0
CUST-00483,City_67,Self-Employed,59.0,9423.85,30107.53,600.0,Morocco,1
CUST-00484,City_39,Student,53.0,6053.36,43905.91,,Morocco,1
CUST-00485,City_19,Salaried,61.0,4764.65,68313.44,,Morocco,0
CUST-00486,City_28,Unemployed,65.0,5233.49,24268.36,,Morocco,1
CUST-00487,City_45,Salaried,60.0,9682.21,43309.6,764.0,Morocco,1
CUST-00488,City_65,Self-Employed,66.0,7840.74,58502.89,,Morocco,0
CUST-00489,City_51,Self-Employed,40.0,5535.93,1000.0,669.0,Morocco,0
CUST-00490,City_79,Salaried,39.0,5908.88,65675.72,,Morocco,0
CUST-00491,City_73,Salaried,35.0,2582.06,21350.99,,Morocco,1
CUST-00492,City_64,Salaried,,7471.19,51639.91,,Morocco,0
CUST-00493,City_51,Salaried,57.0,2100.46,49933.66,,Morocco,1
CUST-00494,City_24,Salaried,55.0,,66691.73,,Morocco,1
CUST-00495,City_35,Salaried,59.0,6821.55,56018.49,,Morocco,1
CUST-00496,City_10,Salaried,27.0,12467.38,1000.0,533.0,Morocco,0
CUST-00497,City_31,Salaried,44.0,3749.66,29304.42,,Morocco,0
CUST-00498,City_78,Self-Employed,30.0,,47764.1,,Morocco,0
CUST-00499,City_36,Self-Employed,64.0,10995.72,41100.4,,Morocco,0
CUST-00500,City_9,Self-Employed,32.0,9478.47,54552.21,,Morocco,1
CUST-00501,City_55,Salaried,26.0,4759.47,60787.33,,Morocco,0
CUST-00502,City_81,Unemployed,48.0,7059.92,57169.03,691.0,Morocco,1
CUST-00503,City_73,Self-Employed,63.0,6505.0,40714.5,772.0,Morocco,1
CUST-00504,City_23,Salaried,65.0,7204.89,8073.26,,Morocco,1
CUST-00505,City_38,Salaried,,4753.3,35890.38,,Morocco,0
CUST-00506,City_45,Self-Employed,35.0,6276.7,53327.36,,Morocco,0
CUST-00507,City_21,Salaried,26.0,2504.87,23191.05,,Morocco,0
CUST-00508,City_22,Salaried,34.0,6837.81,57625.49,564.0,Morocco,1
CUST-00509,City_20,Student,46.0,7625.05,63167.87,,Morocco,1
CUST-00510,City_84,Salaried,33.0,5931.45,47537.34,659.0,Morocco,1
CUST-00511,City_63,Salaried,22.0,2462.37,1000.0,,Morocco,1
CUST-00512,City_71,Student,,8971.33,19438.23,,Morocco,1
CUST-00513,City_69,Self-Employed,,7411.31,82723.78,,Morocco,1
CUST-00514,City_81,Salaried,30.0,,34069.24,,Morocco,1
CUST-00515,City_8,Unemployed,19.0,5798.5,5317.14,682.0,Morocco,0
CUST-00516,City_74,Unemployed,23.0,2748.33,69704.95,,Morocco,0
CUST-00517,City_5,Salaried,41.0,3936.47,45267.11,722.0,Morocco,0
CUST-00518,City_40,Self-Employed,62.0,5155.47,67098.81,710.0,Morocco,1
CUST-00519,City_50,Salaried,58.0,9571.05,50539.17,,Morocco,1
CUST-00520,City_30,Salaried,24.0,4901.24,54171.18,,Morocco,0
CUST-00521,City_12,Self-Employed,20.0,8100.53,52260.18,,Morocco,1
CUST-00522,City_16,Salaried,36.0,5154.21,58949.77,,Morocco,1
CUST-00523,City_70,Self-Employed,52.0,7119.87,90548.61,661.0,Morocco,1
CUST-00524,City_27,Unemployed,57.0,6146.51,64420.13,,Morocco,0
CUST-00525,City_26,Salaried,60.0,,13393.21,623.0,Morocco,1
CUST-00526,City_78,Self-Employed,,5162.97,53933.23,,Morocco,1
CUST-00527,City_12,Salaried,27.0,2568.68,67829.62,,Morocco,1
CUST-00528,City_77,Unemployed,20.0,3045.13,69054.02,642.0,Morocco,0
CUST-00529,City_78,Salaried,26.0,5170.31,36467.9,,Morocco,1
CUST-00530,City_50,Self-Employed,22.0,3377.35,68298.89,597.0,Morocco,0
CUST-00531,City_14,Self-Employed,62.0,7525.53,63554.85,,Morocco,1
CUST-00532,City_13,Salaried,32.0,5335.58,96450.35,728.0,Morocco,1
CUST-00533,City_24,Self-Employed,60.0,12436.52,29999.97,656.0,Morocco,1
CUST-00534,City_49,Self-Employed,47.0,2155.71,34851.99,581.0,Morocco,1
CUST-00535,City_13,Self-Employed,46.0,7009.08,38877.62,,Morocco,1
CUST-00536,City_38,Self-Employed,42.0,3680.12,35195.56,605.0,Morocco,0
CUST-00537,City_9,Student,60.0,5266.5,27199.59,,Morocco,1
CUST-00538,City_45,Salaried,21.0,6853.55,1000.0,732.0,Morocco,0
CUST-00539,City_1,Salaried,23.0,800.0,36306.01,,Morocco,0
CUST-00540,City_60,Salaried,,7092.07,52387.16,,Morocco,0
CUST-00541,City_4,Self-Employed,39.0,11257.27,35135.56,,Morocco,1
CUST-00542,City_16,Salaried,,5366.4,83707.62,,Morocco,0
CUST-00543,City_14,Salaried,,7149.52,45267.52,,Morocco,1
CUST-00544,City_70,Salaried,48.0,9062.3,70820.58,554.0,Morocco,1
CUST-00545,City_4,Unemployed,32.0,6090.12,50228.41,,Morocco,0
CUST-00546,City_36,Salaried,35.0,5047.6,61528.15,611.0,Morocco,1
CUST-00547,City_50,Self-Employed,57.0,810.66,50584.83,,Morocco,0
CUST-00548,City_43,Salaried,29.0,8102.48,72375.69,650.0,Morocco,1
CUST-00549,City_57,Student,44.0,6217.08,46118.79,471.0,Morocco,1
CUST-00550,City_68,Salaried,46.0,3968.29,54922.41,,Morocco,0
CUST-00551,City_33,Salaried,57.0,6816.49,52326.66,806.0,Morocco,1
CUST-00552,City_70,Unemployed,55.0,,39234.29,776.0,Morocco,0
CUST-00553,City_27,Student,42.0,5178.93,53099.65,796.0,Morocco,0
CUST-00554,City_83,Salaried,34.0,8015.73,89687.72,,Morocco,1
CUST-00555,City_42,Salaried,37.0,3154.04,39592.06,,Morocco,1
CUST-00556,City_62,Self-Employed,39.0,9118.29,53389.3,592.0,Morocco,1
CUST-00557,City_74,Unemployed,30.0,3005.78,70155.58,,Morocco,0
CUST-00558,City_67,Salaried,50.0,4843.25,67805.07,548.0,Morocco,1
CUST-00559,City_72,Salaried,,11307.37,45234.33,,Morocco,1
CUST-00560,City_45,Self-Employed,52.0,9318.39,1000.0,596.0,Morocco,1
CUST-00561,City_3,Self-Employed,57.0,6744.01,55334.06,,Morocco,0
CUST-00562,City_41,Self-Employed,68.0,4148.67,1000.0,,Morocco,0
CUST-00563,City_15,Self-Employed,25.0,5176.82,74398.74,672.0,Morocco,1
CUST-00564,City_75,Salaried,57.0,6683.19,48389.48,542.0,Morocco,1
CUST-00565,City_20,Student,23.0,6593.81,64993.48,625.0,Morocco,0
CUST-00566,City_19,Unemployed,36.0,6272.82,26957.78,590.0,Morocco,1
CUST-00567,City_21,Self-Employed,27.0,6422.92,13949.85,,Morocco,1
CUST-00568,City_54,Salaried,27.0,5964.06,50215.09,,Morocco,1
CUST-00569,City_48,Salaried,27.0,,44327.93,,Morocco,0
CUST-00570,City_80,Self-Employed,,5208.72,35169.18,,Morocco,1
CUST-00571,City_35,Salaried,60.0,8786.56,46693.23,,Morocco,1
CUST-00572,City_23,Student,22.0,3079.16,100348.72,509.0,Morocco,0
CUST-00573,City_4,Salaried,39.0,6026.11,61690.51,,Morocco,0
CUST-00574,City_0,Self-Employed,54.0,4450.62,65989.97,,Morocco,1
CUST-00575,City_31,Unemployed,69.0,6778.38,61878.74,,Morocco,1
CUST-00576,City_78,Salaried,62.0,,74589.24,,Morocco,1
CUST-00577,City_44,Salaried,25.0,10193.48,41198.57,,Morocco,1
CUST-00578,City_75,Self-Employed,69.0,7766.46,3904.77,652.0,Morocco,0
CUST-00579,City_8,Self-Employed,52.0,3220.49,41228.28,,Morocco,0
CUST-00580,City_7,Salaried,28.0,8178.07,61234.71,,Morocco,1
CUST-00581,City_70,Self-Employed,41.0,4563.37,25603.99,668.0,Morocco,1
CUST-00582,City_9,Student,65.0,5057.51,41472.68,,Morocco,1
CUST-00583,City_4,Salaried,,7284.55,31164.61,684.0,Morocco,1
CUST-00584,City_34,Salaried,28.0,5270.63,75040.59,,Morocco,1
CUST-00585,City_78,Salaried,63.0,8732.14,59989.14,,Morocco,1
CUST-00586,City_58,Salaried,67.0,4563.72,58030.81,,Morocco,0
CUST-00587,City_8,Salaried,68.0,4952.63,57432.03,710.0,Morocco,0
CUST-00588,City_71,Salaried,67.0,4859.07,44255.01,,Morocco,1
CUST-00589,City_71,Self-Employed,63.0,5085.9,48951.13,,Morocco,1
CUST-00590,City_68,Salaried,42.0,9247.98,21296.31,,Morocco,1
CUST-00591,City_76,Student,28.0,8071.99,1271.16,569.0,Morocco,1
CUST-00592,City_20,Salaried,50.0,10774.86,48001.62,692.0,Morocco,1
CUST-00593,City_83,Salaried,30.0,12169.11,51479.81,,Morocco,0
CUST-00594,City_27,Self-Employed,43.0,3923.21,69185.29,665.0,Morocco,0
CUST-00595,City_68,Unemployed,52.0,6676.05,76426.72,806.0,Morocco,1
CUST-00596,City_49,Salaried,67.0,3559.5,76399.97,,Morocco,0
CUST-00597,City_66,Salaried,33.0,4555.99,25039.53,,Morocco,1
CUST-00598,City_53,Salaried,31.0,4924.79,37954.7,,Morocco,0
CUST-00599,City_54,Salaried,56.0,3857.11,54606.69,591.0,Morocco,1
CUST-00446,City_26,Salaried,48.0,7220.55,60807.87,599.0,Morocco,1
CUST-00404,City_42,Salaried,42.0,8324.29,30232.47,,Morocco,1
CUST-00509,City_20,Student,46.0,7625.05,63167.87,,Morocco,1
CUST-00455,City_47,Salaried,53.0,,15288.76,717.0,Morocco,0
CUST-00201,City_77,Unemployed,,7442.37,54701.88,,Morocco,1
CUST-00023,City_78,Salaried,,7413.41,13159.74,,Morocco,1
CUST-00415,City_57,Salaried,38.0,7364.32,37531.82,569.0,Morocco,1
CUST-00548,City_43,Salaried,29.0,8102.48,72375.69,650.0,Morocco,1
CUST-00066,City_76,Self-Employed,24.0,5126.12,59945.44,,Morocco,1
CUST-00165,City_69,Self-Employed,56.0,8355.07,59648.56,,Morocco,0
CUST-00334,City_39,Salaried,41.0,8279.94,8837.12,681.0,Morocco,1
CUST-00329,City_47,Unemployed,35.0,3820.75,61375.28,,Morocco,1
CUST-00000,City_7,Self-Employed,21.0,,23962.25,,Morocco,0
CUST-00531,City_14,Self-Employed,62.0,7525.53,63554.85,,Morocco,1
CUST-00232,City_1,Salaried,23.0,8006.63,51076.75,,Morocco,0
