name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"azilal,Morocco",2011-12-02,18.9,1.2,6.7,18.9,-2.2,5.6,0.5,68.4,0.3,100,8.33,rain,,,,17.6,328.9,1026.3,11.4,21.4,183.6,15.2,7.0,,2011-12-02T07:09:21,2011-12-02T17:21:37,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-03,14.8,-0.9,4.8,14.8,-3.3,1.7,1.8,83.5,2.6,100,33.33,rain,,,,27.4,351.2,1024.0,49.6,15.2,175.9,14.6,7.0,,2011-12-03T07:10:10,2011-12-03T17:21:34,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-04,16.3,-2.3,5.2,16.3,-3.2,4.9,-1.6,65.7,0.0,0,0.0,,,,,15.8,23.0,1024.2,0.5,21.1,180.7,15.1,7.0,,2011-12-04T07:10:59,2011-12-04T17:21:34,0.3,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-05,18.8,1.6,6.7,18.8,0.5,6.4,-0.2,64.1,0.0,0,0.0,,,,,14.0,19.7,1024.3,0.0,21.6,181.1,15.0,7.0,,2011-12-05T07:11:47,2011-12-05T17:21:35,0.33,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-06,19.6,2.8,8.5,19.6,0.1,7.4,-0.5,56.1,0.0,0,0.0,,,,,11.2,125.7,1025.8,0.0,21.9,180.4,15.0,7.0,,2011-12-06T07:12:34,2011-12-06T17:21:39,0.37,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-07,20.1,1.9,8.3,20.1,-1.2,6.8,-1.2,54.9,0.0,0,0.0,,,,,13.0,164.9,1027.6,37.0,20.8,180.8,15.1,7.0,,2011-12-07T07:13:21,2011-12-07T17:21:44,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-08,22.3,1.7,8.5,22.3,-1.7,7.5,-1.4,52.6,0.0,0,0.0,,,,,13.0,164.3,1027.1,81.6,20.0,124.6,10.4,6.0,,2011-12-08T07:14:07,2011-12-08T17:21:50,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-09,17.9,3.7,7.4,17.9,1.1,5.9,1.0,65.0,0.0,0,0.0,,,,,9.7,174.2,1024.8,95.2,20.4,48.3,3.9,2.0,,2011-12-09T07:14:52,2011-12-09T17:21:59,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-10,20.5,3.1,8.5,20.5,2.5,8.2,1.6,65.4,0.0,0,0.0,,,,,18.4,298.2,1022.4,47.7,20.6,152.9,12.7,6.0,,2011-12-10T07:15:36,2011-12-10T17:22:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-11,17.9,2.6,7.4,17.9,1.0,7.0,0.9,66.4,0.0,0,0.0,,,,,14.4,346.9,1024.1,45.0,10.9,171.1,14.3,6.0,,2011-12-11T07:16:20,2011-12-11T17:22:21,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-12,19.6,3.0,8.6,19.6,1.0,8.1,-0.4,56.3,0.0,0,0.0,,,,,9.7,91.4,1026.5,23.8,21.3,174.9,14.4,6.0,,2011-12-12T07:17:02,2011-12-12T17:22:35,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-13,22.1,2.4,8.5,22.1,-0.3,7.7,-0.6,55.6,0.0,0,0.0,,,,,9.7,201.8,1027.2,6.2,22.6,174.4,14.4,6.0,,2011-12-13T07:17:43,2011-12-13T17:22:50,0.6,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-14,20.6,2.5,8.4,20.6,0.8,8.0,0.2,58.5,0.0,0,0.0,,,,,17.6,338.4,1026.5,3.1,22.4,169.1,14.0,6.0,,2011-12-14T07:18:24,2011-12-14T17:23:07,0.64,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-15,20.7,1.9,8.1,20.7,0.1,7.0,-0.5,58.0,0.0,0,0.0,,,,,11.2,101.2,1029.6,1.9,20.8,174.1,14.4,6.0,,2011-12-15T07:19:03,2011-12-15T17:23:26,0.67,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-16,21.3,3.1,8.1,21.3,1.2,7.6,-1.5,54.2,0.0,0,0.0,,,,,15.8,0.4,1030.7,8.9,21.6,176.6,14.8,7.0,,2011-12-16T07:19:41,2011-12-16T17:23:46,0.71,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-17,18.4,-0.5,6.6,18.4,-3.2,5.2,-4.6,49.8,0.0,0,0.0,,,,,21.2,4.6,1028.4,11.0,18.1,183.3,15.0,7.0,,2011-12-17T07:20:18,2011-12-17T17:24:08,0.74,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-18,12.5,-0.6,5.5,12.5,-3.5,3.9,2.8,83.8,0.0,0,0.0,,,,,23.4,351.3,1023.9,43.9,9.9,162.8,13.6,6.0,,2011-12-18T07:20:53,2011-12-18T17:24:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-19,18.1,0.7,7.3,18.1,-2.0,6.2,3.3,78.2,0.0,0,0.0,,,,,10.8,156.3,1021.6,32.8,17.4,170.3,14.1,6.0,,2011-12-19T07:21:28,2011-12-19T17:24:57,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-20,19.6,1.5,7.3,19.6,-0.3,6.8,0.4,64.8,0.0,0,0.0,,,,,12.6,6.1,1026.9,2.6,17.0,174.6,14.6,6.0,,2011-12-20T07:22:01,2011-12-20T17:25:24,0.85,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-21,21.4,2.9,8.3,21.4,2.4,7.9,-2.3,50.3,0.0,0,0.0,,,,,14.0,28.6,1027.6,2.4,21.1,173.5,14.3,6.0,,2011-12-21T07:22:32,2011-12-21T17:25:52,0.88,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-22,20.0,3.2,9.1,20.0,1.4,8.4,-1.0,52.3,0.0,0,0.0,,,,,11.9,99.6,1028.2,0.0,21.3,172.4,14.3,6.0,,2011-12-22T07:23:03,2011-12-22T17:26:22,0.92,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-23,20.7,3.7,9.7,20.7,3.7,9.5,1.0,57.7,0.0,0,0.0,,,,,10.1,43.6,1027.6,0.0,22.0,172.1,14.3,6.0,,2011-12-23T07:23:32,2011-12-23T17:26:53,0.96,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-24,17.1,2.9,8.9,17.1,-0.2,8.3,-2.0,50.4,0.0,0,0.0,,,,,11.2,145.8,1028.4,0.0,14.4,174.7,14.4,6.0,,2011-12-24T07:23:59,2011-12-24T17:27:26,0.0,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-25,15.7,1.3,6.9,15.7,-2.4,5.3,-2.5,54.3,0.0,0,0.0,,,,,12.6,183.7,,0.0,,172.9,14.3,6.0,,2011-12-25T07:24:25,2011-12-25T17:28:00,0.02,Clear,Clear conditions throughout the day.,clear-day,remote
"azilal,Morocco",2011-12-26,22.3,0.1,6.8,22.3,-3.7,5.6,-1.1,61.0,0.0,0,0.0,,,,,13.3,146.1,1024.7,0.0,22.7,172.1,14.3,6.0,,2011-12-26T07:24:50,2011-12-26T17:28:35,0.06,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-27,18.8,0.5,5.8,18.8,-1.9,4.7,0.0,71.0,0.0,0,0.0,,,,,20.2,345.1,1028.2,2.2,20.3,173.0,14.3,6.0,,2011-12-27T07:25:13,2011-12-27T17:29:12,0.09,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-28,14.6,0.0,4.2,14.6,-3.0,2.1,-0.1,76.2,0.0,0,0.0,,,,,17.3,359.4,1029.0,17.9,7.4,172.4,14.2,6.0,,2011-12-28T07:25:34,2011-12-28T17:29:50,0.12,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-29,14.9,-1.0,3.6,14.9,-4.2,1.8,-4.0,61.1,0.0,0,0.0,,,,,21.2,340.4,1031.6,13.5,9.3,174.9,14.6,6.0,,2011-12-29T07:25:54,2011-12-29T17:30:29,0.15,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-30,17.3,-1.2,4.2,17.3,-4.0,2.9,-4.1,58.4,0.0,0,0.0,,,,,13.0,56.3,1031.9,7.7,20.1,177.4,14.8,7.0,,2011-12-30T07:26:12,2011-12-30T17:31:09,0.18,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2011-12-31,17.4,0.4,5.8,17.4,-1.7,4.8,-4.4,50.8,0.0,0,0.0,,,,,12.6,66.5,1031.5,0.0,23.0,178.0,14.8,7.0,,2011-12-31T07:26:29,2011-12-31T17:31:51,0.22,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2012-01-01,17.6,0.9,6.9,17.6,-1.6,6.1,-3.3,51.7,0.0,0,0.0,,,,,11.9,104.4,1030.8,0.0,24.2,176.5,14.7,7.0,,2012-01-01T07:26:44,2012-01-01T17:32:34,0.25,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-02,18.7,1.6,7.2,18.7,-1.9,6.2,-2.9,50.9,0.0,0,0.0,,,,,12.6,39.8,1031.2,0.0,22.7,171.2,14.8,7.0,,2012-01-02T07:26:57,2012-01-02T17:33:17,0.28,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-03,19.1,0.3,7.1,19.1,-3.5,5.8,-3.0,51.8,0.0,0,0.0,,,,,12.2,172.1,1030.4,5.6,21.6,172.7,15.0,7.0,,2012-01-03T07:27:09,2012-01-03T17:34:02,0.31,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-04,20.1,1.6,9.1,20.1,1.6,8.7,-3.9,42.5,0.0,0,0.0,,,,,9.0,120.4,1030.5,53.6,21.1,156.6,13.7,6.0,,2012-01-04T07:27:19,2012-01-04T17:34:47,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-05,22.0,2.4,8.9,22.0,-0.1,7.8,-3.3,45.4,0.0,0,0.0,,,,,9.7,133.3,1030.6,17.6,22.1,172.6,15.0,7.0,,2012-01-05T07:27:27,2012-01-05T17:35:34,0.38,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-06,21.3,5.1,10.1,21.3,2.9,9.6,-6.1,33.5,0.0,0,0.0,,,,,13.0,62.1,1027.2,6.0,22.1,178.5,15.4,7.0,,2012-01-06T07:27:34,2012-01-06T17:36:21,0.41,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-07,17.3,4.9,9.5,17.3,2.7,8.8,-9.3,27.0,0.0,0,0.0,,,,,11.5,181.4,,56.5,,159.1,13.6,6.0,,2012-01-07T07:27:38,2012-01-07T17:37:10,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"azilal, morocco",2012-01-08,15.3,5.0,8.4,15.3,4.7,8.1,-7.4,34.2,0.0,0,0.0,,,,,9.4,353.9,,62.0,,151.8,13.0,6.0,,2012-01-08T07:27:41,2012-01-08T17:37:59,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"azilal, morocco",2012-01-09,21.1,-0.3,7.3,21.1,-0.3,6.9,-7.0,38.8,0.0,0,0.0,,,,,9.0,50.3,1024.1,40.9,21.1,152.2,13.1,6.0,,2012-01-09T07:27:43,2012-01-09T17:38:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-10,16.0,0.4,6.1,16.0,-3.1,4.5,-4.8,48.6,0.0,0,0.0,,,,,15.5,156.9,1026.5,85.6,21.3,138.4,12.0,6.0,,2012-01-10T07:27:42,2012-01-10T17:39:39,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-11,17.5,0.4,6.3,17.5,-3.2,4.5,-4.4,49.5,0.0,0,0.0,,,,,11.2,159.4,1024.6,78.5,22.7,128.8,11.1,5.0,,2012-01-11T07:27:40,2012-01-11T17:40:30,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-12,20.2,0.0,6.3,20.2,-4.0,4.2,-2.5,55.2,0.0,0,0.0,,,,,16.2,164.4,1026.0,59.0,20.0,117.1,10.1,4.0,,2012-01-12T07:27:36,2012-01-12T17:41:22,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-13,13.4,-0.2,5.5,13.4,-3.6,3.9,-5.3,49.1,0.0,0,0.0,,,,,14.4,187.3,,28.7,,176.6,15.3,7.0,,2012-01-13T07:27:30,2012-01-13T17:42:14,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"azilal, morocco",2012-01-14,13.3,2.2,5.8,13.3,0.3,5.2,-5.3,47.7,0.0,0,0.0,,,,,18.4,321.6,,24.3,,177.3,15.4,7.0,,2012-01-14T07:27:23,2012-01-14T17:43:07,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"azilal, morocco",2012-01-15,12.6,0.6,5.0,12.6,-1.8,4.2,-3.4,56.8,0.0,0,0.0,,,,,25.2,298.2,,20.6,,149.5,12.7,6.0,,2012-01-15T07:27:13,2012-01-15T17:44:00,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"azilal, morocco",2012-01-16,8.2,-1.5,2.7,4.1,-4.5,-1.5,-0.9,80.4,2.4,100,37.5,rain,,,,41.4,310.4,,37.6,,159.3,13.8,7.0,,2012-01-16T07:27:02,2012-01-16T17:44:54,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"azilal, morocco",2012-01-17,10.7,-3.1,1.4,10.7,-9.9,-3.5,-0.6,87.9,0.9,100,33.33,"rain,snow",,,,40.7,343.5,1023.7,40.5,11.2,165.2,14.2,6.0,,2012-01-17T07:26:50,2012-01-17T17:45:48,0.79,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-18,15.8,-2.6,3.2,15.8,-5.8,1.8,-3.9,63.8,0.0,0,0.0,,,,,14.7,71.5,1026.1,1.0,21.4,183.6,15.9,7.0,,2012-01-18T07:26:35,2012-01-18T17:46:43,0.83,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-19,16.9,-3.3,3.0,16.9,-8.0,0.2,-4.0,64.3,0.0,0,0.0,,,,,19.4,110.3,1029.3,4.3,22.3,181.9,15.6,7.0,,2012-01-19T07:26:19,2012-01-19T17:47:38,0.86,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-20,15.5,-3.4,2.3,15.5,-7.1,0.5,-5.8,60.1,0.0,0,0.0,,,,,15.5,48.5,1030.2,0.0,21.3,189.5,16.3,7.0,,2012-01-20T07:26:01,2012-01-20T17:48:33,0.9,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-21,15.5,-1.8,3.6,15.5,-1.8,3.1,-8.3,44.8,0.0,0,0.0,,,,,16.6,351.5,1026.3,19.9,20.8,188.7,16.2,7.0,,2012-01-21T07:25:41,2012-01-21T17:49:28,0.94,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-22,17.0,-1.1,4.1,17.0,-3.5,3.4,-6.1,50.8,0.0,0,0.0,,,,,16.9,336.4,1022.9,0.0,21.6,191.4,16.5,7.0,,2012-01-22T07:25:20,2012-01-22T17:50:23,0.97,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-23,13.4,-1.5,3.8,13.4,-4.6,2.8,-5.4,54.3,0.0,0,0.0,,,,,9.7,209.6,1023.0,4.9,20.0,191.6,16.5,7.0,,2012-01-23T07:24:57,2012-01-23T17:51:19,0.0,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-24,14.1,-1.8,3.4,14.1,-5.5,0.9,-3.6,61.9,0.0,0,0.0,,,,,21.2,169.3,1021.9,70.1,15.5,94.3,8.2,4.0,,2012-01-24T07:24:32,2012-01-24T17:52:15,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-25,16.8,-2.3,3.6,16.8,-6.2,1.7,-1.8,70.6,1.6,100,33.33,"rain,snow",,,,15.8,184.0,1020.8,32.6,17.3,158.2,13.5,6.0,,2012-01-25T07:24:06,2012-01-25T17:53:10,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-26,13.9,0.3,3.9,13.9,-1.2,3.1,1.5,85.2,7.1,100,95.83,"rain,snow",,,,11.2,309.0,1018.9,70.0,12.4,99.1,8.6,4.0,,2012-01-26T07:23:38,2012-01-26T17:54:06,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-27,12.2,-0.3,3.5,12.2,-2.3,1.2,2.2,91.7,12.3,100,100.0,"rain,snow",,,,20.2,306.3,1019.6,72.8,10.9,137.1,12.0,5.0,,2012-01-27T07:23:08,2012-01-27T17:55:02,0.13,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-28,13.6,-1.4,2.9,13.6,-4.6,0.7,-1.8,74.6,1.4,100,29.17,"rain,snow",,,,13.3,20.6,1022.1,28.4,17.3,193.6,16.7,7.0,,2012-01-28T07:22:37,2012-01-28T17:55:58,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-29,16.7,-2.0,3.6,16.7,-5.2,2.3,-4.1,60.5,0.0,0,0.0,,,,,14.8,29.6,1023.3,0.3,20.4,202.4,17.4,7.0,,2012-01-29T07:22:04,2012-01-29T17:56:54,0.2,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-01-30,12.8,-1.3,4.3,12.8,-3.0,3.8,-7.5,45.7,0.0,0,0.0,,,,,8.6,145.1,,26.0,,201.8,17.4,7.0,,2012-01-30T07:21:30,2012-01-30T17:57:49,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"azilal, morocco",2012-01-31,19.0,-0.5,5.9,19.0,-3.7,4.8,-3.8,52.7,0.0,0,0.0,,,,,11.5,198.0,1021.6,6.7,20.8,202.9,17.6,7.0,,2012-01-31T07:20:54,2012-01-31T17:58:45,0.25,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-01,20.2,1.1,6.4,20.2,1.1,6.2,-1.5,60.2,0.4,100,16.67,rain,,,,21.1,283.7,1018.1,32.3,21.0,157.2,13.5,7.0,,2012-02-01T07:20:16,2012-02-01T17:59:40,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-02,10.9,-0.2,3.6,10.9,-4.9,0.1,1.7,88.6,5.1,100,95.83,"rain,snow",,,,29.9,317.1,1019.7,59.3,7.6,189.5,16.3,7.0,,2012-02-02T07:19:37,2012-02-02T18:00:36,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-03,12.0,-3.4,2.1,12.0,-7.2,-1.9,-1.2,81.3,1.5,100,37.5,"rain,snow",,,,25.6,346.4,1022.2,36.3,10.4,206.7,17.9,8.0,,2012-02-03T07:18:57,2012-02-03T18:01:31,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-04,10.2,-6.7,-0.6,10.2,-11.3,-3.3,-6.9,67.3,0.0,0,0.0,,,,,25.9,348.6,1027.7,8.8,17.3,214.2,18.5,8.0,,2012-02-04T07:18:15,2012-02-04T18:02:26,0.39,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-05,12.7,-6.4,0.5,12.7,-9.6,-2.7,-9.3,52.0,0.0,0,0.0,,,,,27.0,14.4,1034.8,0.0,21.6,218.3,18.8,8.0,,2012-02-05T07:17:32,2012-02-05T18:03:20,0.42,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-06,15.7,-2.6,2.4,15.7,-6.2,-0.3,-4.1,65.6,0.0,0,0.0,,,,,22.0,9.1,1034.2,0.0,21.6,213.9,18.5,8.0,,2012-02-06T07:16:47,2012-02-06T18:04:15,0.45,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-07,16.9,-0.8,4.5,16.9,-3.7,3.4,-3.1,62.0,0.0,0,0.0,,,,,22.0,14.3,1026.1,0.7,23.2,218.4,18.9,8.0,,2012-02-07T07:16:01,2012-02-07T18:05:09,0.5,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-08,14.6,-1.8,3.3,14.6,-6.8,0.4,-0.6,80.3,0.4,100,16.67,"rain,snow",,,,23.8,345.3,1021.8,25.4,12.4,217.1,18.6,8.0,,2012-02-08T07:15:14,2012-02-08T18:06:03,0.52,"Snow, Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain or snow.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-09,10.9,-6.5,-0.2,10.9,-11.9,-3.3,-6.7,66.2,0.1,100,4.17,snow,,,,18.7,350.3,1022.4,8.0,19.6,222.6,19.1,8.0,,2012-02-09T07:14:25,2012-02-09T18:06:57,0.56,Snow,Clear conditions throughout the day with early morning snow.,rain,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-10,13.0,-4.7,0.5,13.0,-6.1,-1.3,-6.0,65.7,0.0,0,0.0,,,,,25.9,348.8,1023.6,3.2,20.8,220.7,19.1,8.0,,2012-02-10T07:13:35,2012-02-10T18:07:50,0.59,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-11,13.9,-3.5,2.1,13.9,-3.5,1.2,-5.8,59.9,0.0,0,0.0,,,,,15.8,334.1,1022.9,0.3,20.6,224.9,19.5,8.0,,2012-02-11T07:12:43,2012-02-11T18:08:43,0.63,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-12,13.2,-2.3,2.6,13.2,-4.0,1.4,-4.6,63.0,0.0,0,0.0,,,,,16.6,6.0,1020.0,29.8,20.1,218.2,18.8,8.0,,2012-02-12T07:11:51,2012-02-12T18:09:36,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-13,14.0,-2.6,2.7,14.0,-4.6,1.6,-4.0,65.0,0.0,0,0.0,,,,,13.7,7.8,1019.8,11.9,15.5,222.4,19.2,8.0,,2012-02-13T07:10:57,2012-02-13T18:10:28,0.7,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-14,14.3,-3.0,2.8,14.3,-4.4,1.2,-5.5,57.2,0.0,0,0.0,,,,,20.2,297.7,1023.7,0.5,17.7,225.4,19.5,8.0,,2012-02-14T07:10:02,2012-02-14T18:11:20,0.75,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-15,10.5,-3.2,2.3,10.5,-6.7,0.9,-7.7,51.9,0.0,0,0.0,,,,,14.0,191.1,1022.8,7.6,20.0,224.3,19.4,8.0,,2012-02-15T07:09:06,2012-02-15T18:12:11,0.77,Clear,Clear conditions throughout the day.,clear-day,"remote,60191099999"
"azilal, morocco",2012-02-16,19.7,-2.5,4.6,19.7,-7.1,2.5,-6.1,49.8,0.0,0,0.0,,,,,15.1,181.0,1018.7,2.7,20.0,225.0,19.4,8.0,,2012-02-16T07:08:09,2012-02-16T18:13:03,0.81,Clear,Clear conditions throughout the day.,clear-day,"remote,60191099999"
"azilal, morocco",2012-02-17,19.4,0.1,5.7,19.4,-2.2,4.6,-5.2,48.5,0.0,0,0.0,,,,,23.5,245.3,1019.6,11.1,18.1,217.9,18.8,8.0,,2012-02-17T07:07:11,2012-02-17T18:13:54,0.84,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-18,19.4,-2.6,4.9,19.4,-6.7,3.2,-5.6,51.6,0.0,0,0.0,,,,,18.4,187.3,1018.9,27.5,18.7,216.3,18.7,8.0,,2012-02-18T07:06:12,2012-02-18T18:14:44,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-19,18.2,-1.5,4.8,18.2,-4.6,3.3,-5.2,51.9,0.0,0,0.0,,,,,18.4,104.7,1021.0,31.6,19.3,194.4,16.7,7.0,,2012-02-19T07:05:11,2012-02-19T18:15:34,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal, morocco",2012-02-20,17.5,-0.7,5.2,17.5,-2.7,4.1,-3.9,54.5,0.0,0,0.0,,,,,20.5,348.5,1023.8,1.4,18.9,238.9,20.6,8.0,,2012-02-20T07:04:10,2012-02-20T18:16:24,0.95,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
